Type,Collection,Document,Layer,Feature,Position,Annotator,admin,annotator1,curator1
SpanPosition,CovidQ,chart5.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,630-636 [smärta],FND,null,SYM,null
SpanPosition,CovidQ,chart5.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,702-706 [Inga],NEG,null,NEG,null
SpanPosition,CovidQ,chart5.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,707-716 [sårskador],FND,null,FND,null
SpanPosition,CovidQ,chart5.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,748-761 [radiusfraktur],FND,null,FND,null
SpanPosition,CovidQ,chart5.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,793-804 [disolocerad],FND,null,FND,null
SpanPosition,CovidQ,chart5.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,817-837 [Distal radiusfraktur],null,null,DIS,null
SpanPosition,CovidQ,chart5.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,824-837 [radiusfraktur],FND,null,null,null
SpanPosition,CovidQ,chart5.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,839-857 [minimaldislokation],FND,null,DIS,null
SpanPosition,CovidQ,pat1.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,14-32 [Opioidintoxikation],SYM,null,DIS,null
SpanPosition,CovidQ,pat1.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,54-67 [Blandberoende],DIS,null,DIS,null
SpanPosition,CovidQ,pat1.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,196-203 [överdos],SYM,null,DIS,null
SpanPosition,CovidQ,pat1.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,450-454 [kall],SYM,null,FND,null
SpanPosition,CovidQ,pat1.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,459-474 [medvetandesänkt],SYM,null,FND,null
SpanPosition,CovidQ,pat1.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,496-512 [Långsam andning.],SYM,null,FND,null
SpanPosition,CovidQ,pat1.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,574-591 [rosslande andning],null,null,FND,null
SpanPosition,CovidQ,pat1.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,574-583 [rosslande],FND,null,null,null
SpanPosition,CovidQ,pat1.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,596-600 [utan],NEG,null,NEG,null
SpanPosition,CovidQ,pat1.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,601-616 [luftvägshinder.],FND,null,FND,null
SpanPosition,CovidQ,pat1.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,"662-672 [cyanotisk,]",null,null,FND,null
SpanPosition,CovidQ,pat1.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,679-683 [inga],NEG,null,NEG,null
SpanPosition,CovidQ,pat1.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,690-700 [avvikelser],FND,null,null,null
SpanPosition,CovidQ,pat1.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,792-796 [utan],NEG,null,NEG,null
SpanPosition,CovidQ,pat1.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,797-806 [blåsljud.],FND,null,FND,null
SpanPosition,CovidQ,pat1.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,"837-843 [RLS 8,]",FND,null,FND,null
SpanPosition,CovidQ,pat1.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,844-856 [små pupiller],FND,null,FND,null
SpanPosition,CovidQ,pat1.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,882-892 [stickmärke],null,null,FND,null
SpanPosition,CovidQ,pat1.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,918-931 [ärrbildningar],FND,null,FND,null
SpanPosition,CovidQ,pat1.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,989-993 [Inga],NEG,null,NEG,null
SpanPosition,CovidQ,pat1.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,994-1007 [yttre trauman],null,null,FND,null
SpanPosition,CovidQ,pat1.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,1000-1007 [trauman],FND,null,null,null
SpanPosition,CovidQ,pat1.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,1061-1076 [Sinusbradykardi],FND,null,FND,null
SpanPosition,CovidQ,pat1.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,1077-1081 [utan],NEG,null,NEG,null
SpanPosition,CovidQ,pat1.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,1082-1095 [ST-höjningar.],FND,null,FND,null
SpanPosition,CovidQ,pat1.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,"1110-1124 [Opioidöverdos,]",FND,null,DIS,null
SpanPosition,CovidQ,pat1.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,1129-1131 [ej],NEG,null,FND,null
SpanPosition,CovidQ,pat1.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,1343-1349 [RLS 3.],FND,null,FND,null
SpanPosition,CovidQ,pat1.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,1432-1452 [sänkt spontanandning],null,null,FND,null
SpanPosition,CovidQ,pat1.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,1459-1477 [medvetandesänkning],FND,null,FND,null
SpanPosition,CovidQ,pat1.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,1580-1592 [intoxikation],FND,null,DIS,null
SpanPosition,CovidQ,pat2.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,14-19 [Yrsel],SYM,null,SYM,null
SpanPosition,CovidQ,pat2.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,157-162 [yrsel],SYM,null,SYM,null
SpanPosition,CovidQ,pat2.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,190-195 [inget],NEG,null,NEG,null
SpanPosition,CovidQ,pat2.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,281-285 [inte],null,null,NEG,null
SpanPosition,CovidQ,pat2.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,374-381 [stroke.],SYM,null,DIS,null
SpanPosition,CovidQ,pat2.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,418-422 [utan],NEG,null,NEG,null
SpanPosition,CovidQ,pat2.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,"423-432 [blåsljud,]",FND,null,FND,null
SpanPosition,CovidQ,pat2.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,"526-532 [RLS 1,]",null,null,FND,null
SpanPosition,CovidQ,pat2.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,717-725 [ua.Ingen],NEG,null,null,null
SpanPosition,CovidQ,pat2.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,726-735 [nystagmus],FND,null,FND,null
SpanPosition,CovidQ,pat2.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,973-978 [Yrsel],FND,null,SYM,null
SpanPosition,CovidQ,pat2.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,979-983 [utan],NEG,null,NEG,null
SpanPosition,CovidQ,pat2.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,1106-1115 [ingenting],null,null,NEG,null
SpanPosition,CovidQ,pat2.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,1175-1180 [Yrsel],FND,null,SYM,null
SpanPosition,CovidQ,pat3.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,14-21 [Svullen],SYM,null,FND,null
SpanPosition,CovidQ,pat3.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,166-172 [smärta],SYM,null,SYM,null
SpanPosition,CovidQ,pat3.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,177-185 [svullnad],SYM,null,SYM,null
SpanPosition,CovidQ,pat3.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,240-247 [smärtan],SYM,null,SYM,null
SpanPosition,CovidQ,pat3.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,439-452 [smärtpåverkad],FND,null,FND,null
SpanPosition,CovidQ,pat3.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,510-514 [utan],NEG,null,NEG,null
SpanPosition,CovidQ,pat3.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,515-524 [blåsljud.],FND,null,FND,null
SpanPosition,CovidQ,pat3.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,628-636 [svullnad],FND,null,FND,null
SpanPosition,CovidQ,pat3.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,641-647 [rodnad],FND,null,FND,null
SpanPosition,CovidQ,pat3.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,682-694 [Palpationsöm],FND,null,FND,null
SpanPosition,CovidQ,pat3.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,725-749 [inskränkt rörelseomfång.],null,null,FND,null
SpanPosition,CovidQ,pat3.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,725-734 [inskränkt],FND,null,null,null
SpanPosition,CovidQ,pat3.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,959-963 [Gikt],FND,null,DIS,null
SpanPosition,CovidQ,pat3.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,1054-1067 [svullnaderna.],FND,null,null,null
SpanPosition,CovidQ,pat3.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,"1144-1149 [Gikt,]",FND,null,DIS,null
SpanPosition,CovidQ,pat4.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,14-20 [Andnöd],SYM,null,SYM,null
SpanPosition,CovidQ,pat4.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,119-132 [täppt i näsan],null,null,SYM,null
SpanPosition,CovidQ,pat4.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,119-124 [täppt],SYM,null,null,null
SpanPosition,CovidQ,pat4.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,137-142 [snuva],SYM,null,SYM,null
SpanPosition,CovidQ,pat4.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,213-219 [andnöd],SYM,null,SYM,null
SpanPosition,CovidQ,pat4.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,229-235 [feber.],SYM,null,FND,null
SpanPosition,CovidQ,pat4.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,236-242 [Smärta],SYM,null,SYM,null
SpanPosition,CovidQ,pat4.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,258-268 [Sängbunden],null,null,SYM,null
SpanPosition,CovidQ,pat4.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,272-282 [andfåddhet],SYM,null,SYM,null
SpanPosition,CovidQ,pat4.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,316-323 [Andfådd],FND,null,FND,null
SpanPosition,CovidQ,pat4.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,"328-334 [tagen,]",FND,null,null,null
SpanPosition,CovidQ,pat4.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,335-337 [ej],NEG,null,NEG,null
SpanPosition,CovidQ,pat4.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,338-347 [cyanotisk],FND,null,FND,null
SpanPosition,CovidQ,pat4.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,356-364 [Takykard],FND,null,FND,null
SpanPosition,CovidQ,pat4.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,369-373 [utan],NEG,null,NEG,null
SpanPosition,CovidQ,pat4.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,382-391 [blåsljud.],FND,null,FND,null
SpanPosition,CovidQ,pat4.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,462-475 [krepitationer],FND,null,FND,null
SpanPosition,CovidQ,pat4.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,642-650 [Takykard],FND,null,FND,null
SpanPosition,CovidQ,pat4.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,713-722 [infiltrat],FND,null,null,null
SpanPosition,CovidQ,pat4.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,757-770 [pleruavätska.],FND,null,FND,null
SpanPosition,CovidQ,pat4.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,"791-800 [Pneumoni,]",FND,null,DIS,null
SpanPosition,CovidQ,pat4.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,1079-1087 [Pneumoni],FND,null,DIS,null
SpanPosition,CovidQ,pat5.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,14-20 [Dyspne],SYM,null,SYM,null
SpanPosition,CovidQ,pat5.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,"59-63 [DB2,]",DIS,null,DIS,null
SpanPosition,CovidQ,pat5.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,"64-74 [Hypertoni,]",DIS,null,DIS,null
SpanPosition,CovidQ,pat5.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,"75-84 [Obesitas,]",DIS,null,DIS,null
SpanPosition,CovidQ,pat5.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,196-202 [andnöd],SYM,null,SYM,null
SpanPosition,CovidQ,pat5.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,207-219 [bröstsmärta.],SYM,null,SYM,null
SpanPosition,CovidQ,pat5.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,317-321 [inte],NEG,null,NEG,null
SpanPosition,CovidQ,pat5.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,333-337 [Inte],NEG,null,NEG,null
SpanPosition,CovidQ,pat5.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,377-382 [inte.],NEG,null,NEG,null
SpanPosition,CovidQ,pat5.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,383-388 [Ingen],NEG,null,NEG,null
SpanPosition,CovidQ,pat5.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,"475-486 [Takypnoisk,]",FND,null,FND,null
SpanPosition,CovidQ,pat5.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,607-612 [inget],NEG,null,NEG,null
SpanPosition,CovidQ,pat5.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,621-627 [trauma],FND,null,FND,null
SpanPosition,CovidQ,pat5.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,736-744 [Takykard],FND,null,FND,null
SpanPosition,CovidQ,pat5.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,775-779 [utan],null,null,NEG,null
SpanPosition,CovidQ,pat5.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,780-789 [blåsljud.],FND,null,FND,null
SpanPosition,CovidQ,pat5.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,834-842 [takykard],FND,null,FND,null
SpanPosition,CovidQ,pat5.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,854-858 [inga],NEG,null,NEG,null
SpanPosition,CovidQ,pat5.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,859-875 [ST förändringar.],FND,null,FND,null
SpanPosition,CovidQ,pat5.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,876-896 [T-vågsnegativisering],FND,null,FND,null
SpanPosition,CovidQ,pat5.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,971-977 [RLS 2.],FND,null,FND,null
SpanPosition,CovidQ,pat5.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,1069-1073 [Inga],NEG,null,NEG,null
SpanPosition,CovidQ,pat5.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,1082-1088 [skador],FND,null,null,null
SpanPosition,CovidQ,pat5.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,1227-1237 [Lungemboli],FND,null,DIS,null
SpanPosition,CovidQ,pat5.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,1270-1280 [Lungemboli],FND,null,DIS,null
SpanPosition,CovidQ,pat5.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,1293-1309 [andningspåverkan],FND,null,FND,null
SpanPosition,CovidQ,pat5.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,1314-1336 [hemodynamisk påverkan.],FND,null,FND,null
SpanPosition,CovidQ,pat5.txt,de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity,value,1486-1496 [Lungemboli],FND,null,DIS,null
